judgmentId,partidipantId,approach,rbase,rv,answer,correctans,rL,rR
13,ie1ovkmj,above,0.5,0.56,L,R,0.5,0.56
14,ie1ovkmj,above,0.5,0.59,L,L,0.59,0.5
15,ie1ovkmj,above,0.5,0.58,R,R,0.5,0.58
16,ie1ovkmj,above,0.5,0.57,R,R,0.5,0.57
17,ie1ovkmj,above,0.5,0.56,R,R,0.5,0.56
18,ie1ovkmj,above,0.5,0.55,L,L,0.55,0.5
19,ie1ovkmj,above,0.5,0.54,L,L,0.54,0.5
20,ie1ovkmj,above,0.5,0.53,L,R,0.5,0.53
21,ie1ovkmj,above,0.5,0.56,R,R,0.5,0.56
22,ie1ovkmj,above,0.5,0.55,R,R,0.5,0.55
23,ie1ovkmj,above,0.5,0.54,R,R,0.5,0.54
24,ie1ovkmj,above,0.5,0.53,R,L,0.53,0.5
25,ie1ovkmj,above,0.5,0.56,R,L,0.56,0.5
26,ie1ovkmj,above,0.5,0.59,R,R,0.5,0.59
27,ie1ovkmj,above,0.5,0.58,R,R,0.5,0.58
28,ie1ovkmj,above,0.5,0.57,R,L,0.57,0.5
29,ie1ovkmj,above,0.5,0.6,R,R,0.5,0.6
30,ie1ovkmj,above,0.5,0.59,L,L,0.59,0.5
31,ie1ovkmj,above,0.5,0.58,R,L,0.58,0.5
32,ie1ovkmj,above,0.5,0.61,R,R,0.5,0.61
33,ie1ovkmj,above,0.5,0.6,L,L,0.6,0.5
34,ie1ovkmj,above,0.5,0.59,L,L,0.59,0.5
35,ie1ovkmj,above,0.5,0.58,L,L,0.58,0.5
36,ie1ovkmj,above,0.5,0.57,L,L,0.57,0.5
37,ie1ovkmj,above,0.5,0.56,L,R,0.5,0.56
38,ie1ovkmj,above,0.5,0.59,R,R,0.5,0.59
39,ie1ovkmj,above,0.5,0.58,R,L,0.58,0.5
40,ie1ovkmj,above,0.5,0.61,L,L,0.61,0.5
41,ie1ovkmj,above,0.5,0.6,R,R,0.5,0.6
42,ie1ovkmj,above,0.5,0.59,L,L,0.59,0.5
43,ie1ovkmj,above,0.5,0.58,R,L,0.58,0.5
44,ie1ovkmj,above,0.5,0.61,R,R,0.5,0.61
45,ie1ovkmj,above,0.5,0.6,R,R,0.5,0.6
46,ie1ovkmj,above,0.5,0.59,R,R,0.5,0.59
47,ie1ovkmj,above,0.5,0.58,L,L,0.58,0.5
48,ie1ovkmj,above,0.5,0.57,L,L,0.57,0.5
49,ie1ovkmj,above,0.5,0.56,L,L,0.56,0.5
50,ie1ovkmj,above,0.5,0.55,L,L,0.55,0.5
1,ie1ouixl,above,0.8,0.9,R,R,0.8,0.9
2,ie1ouixl,above,0.8,0.89,R,R,0.8,0.89
3,ie1ouixl,above,0.8,0.88,R,R,0.8,0.88
4,ie1ouixl,above,0.8,0.87,L,L,0.87,0.8
5,ie1ouixl,above,0.8,0.86,L,L,0.86,0.8
6,ie1ouixl,above,0.8,0.85,L,L,0.85,0.8
7,ie1ouixl,above,0.8,0.84,L,L,0.84,0.8
8,ie1ouixl,above,0.8,0.83,R,R,0.8,0.83
9,ie1ouixl,above,0.8,0.82,R,R,0.8,0.82
10,ie1ouixl,above,0.8,0.81,R,R,0.8,0.81
11,ie1ouixl,above,0.8,0.81,R,L,0.81,0.8
12,ie1ouixl,above,0.8,0.84,R,L,0.84,0.8
13,ie1ouixl,above,0.8,0.87,R,R,0.8,0.87
14,ie1ouixl,above,0.8,0.86,L,L,0.86,0.8
15,ie1ouixl,above,0.8,0.85,R,R,0.8,0.85
16,ie1ouixl,above,0.8,0.84,R,L,0.84,0.8
17,ie1ouixl,above,0.8,0.87,R,R,0.8,0.87
18,ie1ouixl,above,0.8,0.86,L,L,0.86,0.8
19,ie1ouixl,above,0.8,0.85,L,L,0.85,0.8
20,ie1ouixl,above,0.8,0.84,R,R,0.8,0.84
21,ie1ouixl,above,0.8,0.83,R,R,0.8,0.83
22,ie1ouixl,above,0.8,0.82,L,L,0.82,0.8
23,ie1ouixl,above,0.8,0.81,L,L,0.81,0.8
24,ie1ouixl,above,0.8,0.81,L,R,0.8,0.81
25,ie1ouixl,above,0.8,0.84,L,L,0.84,0.8
26,ie1ouixl,above,0.8,0.83,L,L,0.83,0.8
27,ie1ouixl,above,0.8,0.82,L,L,0.82,0.8
28,ie1ouixl,above,0.8,0.81,L,L,0.81,0.8
29,ie1ouixl,above,0.8,0.81,L,L,0.81,0.8
30,ie1ouixl,above,0.8,0.81,R,L,0.81,0.8
31,ie1ouixl,above,0.8,0.84,L,L,0.84,0.8
32,ie1ouixl,above,0.8,0.83,R,R,0.8,0.83
33,ie1ouixl,above,0.8,0.82,L,L,0.82,0.8
34,ie1ouixl,above,0.8,0.81,L,L,0.81,0.8
35,ie1ouixl,above,0.8,0.81,L,L,0.81,0.8
36,ie1ouixl,above,0.8,0.81,R,R,0.8,0.81
37,ie1ouixl,above,0.8,0.81,L,L,0.81,0.8
38,ie1ouixl,above,0.8,0.81,R,R,0.8,0.81
39,ie1ouixl,above,0.8,0.81,R,L,0.81,0.8
40,ie1ouixl,above,0.8,0.84,L,L,0.84,0.8
41,ie1ouixl,above,0.8,0.83,R,R,0.8,0.83
42,ie1ouixl,above,0.8,0.82,R,R,0.8,0.82
43,ie1ouixl,above,0.8,0.81,R,R,0.8,0.81
44,ie1ouixl,above,0.8,0.81,L,L,0.81,0.8
45,ie1ouixl,above,0.8,0.81,L,L,0.81,0.8
46,ie1ouixl,above,0.8,0.81,L,L,0.81,0.8
47,ie1ouixl,above,0.8,0.81,R,R,0.8,0.81
48,ie1ouixl,above,0.8,0.81,R,L,0.81,0.8
49,ie1ouixl,above,0.8,0.84,R,R,0.8,0.84
50,ie1ouixl,above,0.8,0.83,L,R,0.8,0.83
1,ie1ouixl,below,0.5,0.4,L,L,0.5,0.4
2,ie1ouixl,below,0.5,0.41,R,R,0.41,0.5
3,ie1ouixl,below,0.5,0.42,L,L,0.5,0.42
4,ie1ouixl,below,0.5,0.43,R,R,0.43,0.5
5,ie1ouixl,below,0.5,0.44,L,L,0.5,0.44
6,ie1ouixl,below,0.5,0.45,L,L,0.5,0.45
7,ie1ouixl,below,0.5,0.46,L,L,0.5,0.46
8,ie1ouixl,below,0.5,0.47,L,L,0.5,0.47
9,ie1ouixl,below,0.5,0.48,L,L,0.5,0.48
10,ie1ouixl,below,0.5,0.49,L,R,0.49,0.5
11,ie1ouixl,below,0.5,0.46,R,R,0.46,0.5
12,ie1ouixl,below,0.5,0.47,L,R,0.47,0.5
13,ie1ouixl,below,0.5,0.44,R,L,0.5,0.44
14,ie1ouixl,below,0.5,0.41,R,R,0.41,0.5
15,ie1ouixl,below,0.5,0.42,R,R,0.42,0.5
16,ie1ouixl,below,0.5,0.43,R,R,0.43,0.5
17,ie1ouixl,below,0.5,0.44,R,L,0.5,0.44
18,ie1ouixl,below,0.5,0.41,L,L,0.5,0.41
19,ie1ouixl,below,0.5,0.42,R,L,0.5,0.42
20,ie1ouixl,below,0.5,0.39,L,R,0.39,0.5
21,ie1ouixl,below,0.5,0.36,L,L,0.5,0.36
22,ie1ouixl,below,0.5,0.37,L,L,0.5,0.37
23,ie1ouixl,below,0.5,0.38,L,L,0.5,0.38
24,ie1ouixl,below,0.5,0.39,L,L,0.5,0.39
25,ie1ouixl,below,0.5,0.4,L,R,0.4,0.5
26,ie1ouixl,below,0.5,0.37,R,R,0.37,0.5
27,ie1ouixl,below,0.5,0.38,L,L,0.5,0.38
28,ie1ouixl,below,0.5,0.39,L,L,0.5,0.39
29,ie1ouixl,below,0.5,0.4,L,L,0.5,0.4
30,ie1ouixl,below,0.5,0.41,R,R,0.41,0.5
31,ie1ouixl,below,0.5,0.42,R,R,0.42,0.5
32,ie1ouixl,below,0.5,0.43,L,L,0.5,0.43
33,ie1ouixl,below,0.5,0.44,R,L,0.5,0.44
34,ie1ouixl,below,0.5,0.41,R,L,0.5,0.41
35,ie1ouixl,below,0.5,0.38,R,R,0.38,0.5
36,ie1ouixl,below,0.5,0.39,R,R,0.39,0.5
37,ie1ouixl,below,0.5,0.4,R,R,0.4,0.5
38,ie1ouixl,below,0.5,0.41,R,R,0.41,0.5
39,ie1ouixl,below,0.5,0.42,L,L,0.5,0.42
40,ie1ouixl,below,0.5,0.43,L,L,0.5,0.43
41,ie1ouixl,below,0.5,0.44,L,R,0.44,0.5
42,ie1ouixl,below,0.5,0.41,L,L,0.5,0.41
43,ie1ouixl,below,0.5,0.42,L,R,0.42,0.5
44,ie1ouixl,below,0.5,0.39,L,R,0.39,0.5
45,ie1ouixl,below,0.5,0.36,R,L,0.5,0.36
46,ie1ouixl,below,0.5,0.33,L,L,0.5,0.33
47,ie1ouixl,below,0.5,0.34,L,L,0.5,0.34
48,ie1ouixl,below,0.5,0.35,L,L,0.5,0.35
49,ie1ouixl,below,0.5,0.36,R,L,0.5,0.36
50,ie1ouixl,below,0.5,0.33,L,R,0.33,0.5
1,ie1ouixl,above,0.5,0.6,R,R,0.5,0.6
2,ie1ouixl,above,0.5,0.59,L,L,0.59,0.5
3,ie1ouixl,above,0.5,0.58,L,R,0.5,0.58
4,ie1ouixl,above,0.5,0.61,L,L,0.61,0.5
5,ie1ouixl,above,0.5,0.6,L,L,0.6,0.5
6,ie1ouixl,above,0.5,0.59,L,L,0.59,0.5
7,ie1ouixl,above,0.5,0.58,L,L,0.58,0.5
8,ie1ouixl,above,0.5,0.57,L,R,0.5,0.57
9,ie1ouixl,above,0.5,0.6,L,R,0.5,0.6
10,ie1ouixl,above,0.5,0.63,L,L,0.63,0.5
11,ie1ouixl,above,0.5,0.62,R,R,0.5,0.62
12,ie1ouixl,above,0.5,0.61,L,L,0.61,0.5
13,ie1ouixl,above,0.5,0.6,L,L,0.6,0.5
14,ie1ouixl,above,0.5,0.59,L,L,0.59,0.5
15,ie1ouixl,above,0.5,0.58,L,L,0.58,0.5
16,ie1ouixl,above,0.5,0.57,L,R,0.5,0.57
17,ie1ouixl,above,0.5,0.6,L,L,0.6,0.5
18,ie1ouixl,above,0.5,0.59,R,R,0.5,0.59
19,ie1ouixl,above,0.5,0.58,L,L,0.58,0.5
20,ie1ouixl,above,0.5,0.57,R,R,0.5,0.57
21,ie1ouixl,above,0.5,0.56,R,R,0.5,0.56
22,ie1ouixl,above,0.5,0.55,L,L,0.55,0.5
23,ie1ouixl,above,0.5,0.54,R,R,0.5,0.54
24,ie1ouixl,above,0.5,0.53,R,R,0.5,0.53
25,ie1ouixl,above,0.5,0.52,L,R,0.5,0.52
26,ie1ouixl,above,0.5,0.55,R,R,0.5,0.55
27,ie1ouixl,above,0.5,0.54,L,L,0.54,0.5
28,ie1ouixl,above,0.5,0.53,R,R,0.5,0.53
29,ie1ouixl,above,0.5,0.52,L,R,0.5,0.52
30,ie1ouixl,above,0.5,0.55,L,R,0.5,0.55
31,ie1ouixl,above,0.5,0.58,R,L,0.58,0.5
32,ie1ouixl,above,0.5,0.61,L,L,0.61,0.5
33,ie1ouixl,above,0.5,0.6,R,R,0.5,0.6
34,ie1ouixl,above,0.5,0.59,R,L,0.59,0.5
35,ie1ouixl,above,0.5,0.62,L,L,0.62,0.5
36,ie1ouixl,above,0.5,0.61,L,L,0.61,0.5
37,ie1ouixl,above,0.5,0.6,R,L,0.6,0.5
38,ie1ouixl,above,0.5,0.63,R,L,0.63,0.5
39,ie1ouixl,above,0.5,0.66,L,L,0.66,0.5
40,ie1ouixl,above,0.5,0.65,R,R,0.5,0.65
41,ie1ouixl,above,0.5,0.64,R,R,0.5,0.64
42,ie1ouixl,above,0.5,0.63,R,R,0.5,0.63
43,ie1ouixl,above,0.5,0.62,L,L,0.62,0.5
44,ie1ouixl,above,0.5,0.61,L,L,0.61,0.5
45,ie1ouixl,above,0.5,0.6,R,R,0.5,0.6
46,ie1ouixl,above,0.5,0.59,L,L,0.59,0.5
47,ie1ouixl,above,0.5,0.58,L,L,0.58,0.5
48,ie1ouixl,above,0.5,0.57,L,L,0.57,0.5
49,ie1ouixl,above,0.5,0.56,L,R,0.5,0.56
50,ie1ouixl,above,0.5,0.59,L,L,0.59,0.5
1,ie1ouixl,below,0.8,0.7,R,R,0.7,0.8
2,ie1ouixl,below,0.8,0.71,L,L,0.8,0.71
3,ie1ouixl,below,0.8,0.72,R,R,0.72,0.8
4,ie1ouixl,below,0.8,0.73,R,R,0.73,0.8
5,ie1ouixl,below,0.8,0.74,L,L,0.8,0.74
6,ie1ouixl,below,0.8,0.75,R,R,0.75,0.8
7,ie1ouixl,below,0.8,0.76,R,L,0.8,0.76
8,ie1ouixl,below,0.8,0.73,R,R,0.73,0.8
9,ie1ouixl,below,0.8,0.74,R,R,0.74,0.8
10,ie1ouixl,below,0.8,0.75,R,L,0.8,0.75
11,ie1ouixl,below,0.8,0.72,L,L,0.8,0.72
12,ie1ouixl,below,0.8,0.73,L,L,0.8,0.73
13,ie1ouixl,below,0.8,0.74,R,R,0.74,0.8
14,ie1ouixl,below,0.8,0.75,R,R,0.75,0.8
15,ie1ouixl,below,0.8,0.76,R,R,0.76,0.8
16,ie1ouixl,below,0.8,0.77,R,R,0.77,0.8
17,ie1ouixl,below,0.8,0.78,R,R,0.78,0.8
18,ie1ouixl,below,0.8,0.79,L,R,0.79,0.8
19,ie1ouixl,below,0.8,0.76,L,L,0.8,0.76
20,ie1ouixl,below,0.8,0.77,L,L,0.8,0.77
21,ie1ouixl,below,0.8,0.78,L,L,0.8,0.78
22,ie1ouixl,below,0.8,0.79,R,R,0.79,0.8
23,ie1ouixl,below,0.8,0.79,L,R,0.79,0.8
24,ie1ouixl,below,0.8,0.76,L,L,0.8,0.76
25,ie1ouixl,below,0.8,0.77,R,R,0.77,0.8
26,ie1ouixl,below,0.8,0.78,R,R,0.78,0.8
27,ie1ouixl,below,0.8,0.79,R,R,0.79,0.8
28,ie1ouixl,below,0.8,0.79,L,R,0.79,0.8
29,ie1ouixl,below,0.8,0.76,L,L,0.8,0.76
30,ie1ouixl,below,0.8,0.77,R,L,0.8,0.77
31,ie1ouixl,below,0.8,0.74,L,L,0.8,0.74
32,ie1ouixl,below,0.8,0.75,L,L,0.8,0.75
33,ie1ouixl,below,0.8,0.76,L,R,0.76,0.8
34,ie1ouixl,below,0.8,0.73,L,L,0.8,0.73
35,ie1ouixl,below,0.8,0.74,L,L,0.8,0.74
36,ie1ouixl,below,0.8,0.75,R,R,0.75,0.8
37,ie1ouixl,below,0.8,0.76,L,L,0.8,0.76
38,ie1ouixl,below,0.8,0.77,L,L,0.8,0.77
39,ie1ouixl,below,0.8,0.78,R,R,0.78,0.8
40,ie1ouixl,below,0.8,0.79,R,L,0.8,0.79
41,ie1ouixl,below,0.8,0.76,R,R,0.76,0.8
42,ie1ouixl,below,0.8,0.77,R,R,0.77,0.8
43,ie1ouixl,below,0.8,0.78,R,R,0.78,0.8
44,ie1ouixl,below,0.8,0.79,R,L,0.8,0.79
45,ie1ouixl,below,0.8,0.76,L,L,0.8,0.76
46,ie1ouixl,below,0.8,0.77,R,R,0.77,0.8
47,ie1ouixl,below,0.8,0.78,R,R,0.78,0.8
48,ie1ouixl,below,0.8,0.79,R,R,0.79,0.8
49,ie1ouixl,below,0.8,0.79,R,R,0.79,0.8
50,ie1ouixl,below,0.8,0.79,R,R,0.79,0.8
1,ie1ou6ft,above,0.8,0.9,R,R,0.8,0.9
2,ie1ou6ft,above,0.8,0.89,R,R,0.8,0.89
3,ie1ou6ft,above,0.8,0.88,L,L,0.88,0.8
4,ie1ou6ft,above,0.8,0.87,R,R,0.8,0.87
5,ie1ou6ft,above,0.8,0.86,L,L,0.86,0.8
6,ie1ou6ft,above,0.8,0.85,L,L,0.85,0.8
7,ie1ou6ft,above,0.8,0.84,R,R,0.8,0.84
8,ie1ou6ft,above,0.8,0.83,L,L,0.83,0.8
9,ie1ou6ft,above,0.8,0.82,L,L,0.82,0.8
10,ie1ou6ft,above,0.8,0.81,L,L,0.81,0.8
11,ie1ou6ft,above,0.8,0.81,L,R,0.8,0.81
12,ie1ou6ft,above,0.8,0.84,L,L,0.84,0.8
13,ie1ou6ft,above,0.8,0.83,R,R,0.8,0.83
14,ie1ou6ft,above,0.8,0.82,L,R,0.8,0.82
15,ie1ou6ft,above,0.8,0.85,R,R,0.8,0.85
16,ie1ou6ft,above,0.8,0.84,L,L,0.84,0.8
17,ie1ou6ft,above,0.8,0.83,R,R,0.8,0.83
18,ie1ou6ft,above,0.8,0.82,R,R,0.8,0.82
19,ie1ou6ft,above,0.8,0.81,L,R,0.8,0.81
20,ie1ou6ft,above,0.8,0.84,L,L,0.84,0.8
21,ie1ou6ft,above,0.8,0.83,R,R,0.8,0.83
22,ie1ou6ft,above,0.8,0.82,L,R,0.8,0.82
23,ie1ou6ft,above,0.8,0.85,R,R,0.8,0.85
24,ie1ou6ft,above,0.8,0.84,R,R,0.8,0.84
25,ie1ou6ft,above,0.8,0.83,R,L,0.83,0.8
26,ie1ou6ft,above,0.8,0.86,L,L,0.86,0.8
27,ie1ou6ft,above,0.8,0.85,L,L,0.85,0.8
28,ie1ou6ft,above,0.8,0.84,R,R,0.8,0.84
29,ie1ou6ft,above,0.8,0.83,R,L,0.83,0.8
30,ie1ou6ft,above,0.8,0.86,R,R,0.8,0.86
31,ie1ou6ft,above,0.8,0.85,L,L,0.85,0.8
32,ie1ou6ft,above,0.8,0.84,L,R,0.8,0.84
33,ie1ou6ft,above,0.8,0.87,R,R,0.8,0.87
34,ie1ou6ft,above,0.8,0.86,R,R,0.8,0.86
35,ie1ou6ft,above,0.8,0.85,L,L,0.85,0.8
36,ie1ou6ft,above,0.8,0.84,L,L,0.84,0.8
37,ie1ou6ft,above,0.8,0.83,R,R,0.8,0.83
38,ie1ou6ft,above,0.8,0.82,L,L,0.82,0.8
39,ie1ou6ft,above,0.8,0.81,L,L,0.81,0.8
40,ie1ou6ft,above,0.8,0.81,R,L,0.81,0.8
41,ie1ou6ft,above,0.8,0.84,L,L,0.84,0.8
42,ie1ou6ft,above,0.8,0.83,R,R,0.8,0.83
43,ie1ou6ft,above,0.8,0.82,L,L,0.82,0.8
44,ie1ou6ft,above,0.8,0.81,L,R,0.8,0.81
45,ie1ou6ft,above,0.8,0.84,L,L,0.84,0.8
46,ie1ou6ft,above,0.8,0.83,L,R,0.8,0.83
47,ie1ou6ft,above,0.8,0.86,R,R,0.8,0.86
48,ie1ou6ft,above,0.8,0.85,L,L,0.85,0.8
49,ie1ou6ft,above,0.8,0.84,R,R,0.8,0.84
50,ie1ou6ft,above,0.8,0.83,L,L,0.83,0.8
1,ie1ou6ft,below,0.8,0.7,L,L,0.8,0.7
2,ie1ou6ft,below,0.8,0.71,L,L,0.8,0.71
3,ie1ou6ft,below,0.8,0.72,R,R,0.72,0.8
4,ie1ou6ft,below,0.8,0.73,L,L,0.8,0.73
5,ie1ou6ft,below,0.8,0.74,R,R,0.74,0.8
6,ie1ou6ft,below,0.8,0.75,L,L,0.8,0.75
7,ie1ou6ft,below,0.8,0.76,L,L,0.8,0.76
8,ie1ou6ft,below,0.8,0.77,L,L,0.8,0.77
9,ie1ou6ft,below,0.8,0.78,L,L,0.8,0.78
10,ie1ou6ft,below,0.8,0.79,R,L,0.8,0.79
11,ie1ou6ft,below,0.8,0.76,R,R,0.76,0.8
12,ie1ou6ft,below,0.8,0.77,R,R,0.77,0.8
13,ie1ou6ft,below,0.8,0.78,L,L,0.8,0.78
14,ie1ou6ft,below,0.8,0.79,R,L,0.8,0.79
15,ie1ou6ft,below,0.8,0.76,R,L,0.8,0.76
16,ie1ou6ft,below,0.8,0.73,R,R,0.73,0.8
17,ie1ou6ft,below,0.8,0.74,R,R,0.74,0.8
18,ie1ou6ft,below,0.8,0.75,L,L,0.8,0.75
19,ie1ou6ft,below,0.8,0.76,L,L,0.8,0.76
20,ie1ou6ft,below,0.8,0.77,L,R,0.77,0.8
21,ie1ou6ft,below,0.8,0.74,L,L,0.8,0.74
22,ie1ou6ft,below,0.8,0.75,L,L,0.8,0.75
23,ie1ou6ft,below,0.8,0.76,L,R,0.76,0.8
24,ie1ou6ft,below,0.8,0.73,R,R,0.73,0.8
25,ie1ou6ft,below,0.8,0.74,L,L,0.8,0.74
26,ie1ou6ft,below,0.8,0.75,L,L,0.8,0.75
27,ie1ou6ft,below,0.8,0.76,R,L,0.8,0.76
28,ie1ou6ft,below,0.8,0.73,R,R,0.73,0.8
29,ie1ou6ft,below,0.8,0.74,L,L,0.8,0.74
30,ie1ou6ft,below,0.8,0.75,L,R,0.75,0.8
31,ie1ou6ft,below,0.8,0.72,L,L,0.8,0.72
32,ie1ou6ft,below,0.8,0.73,L,L,0.8,0.73
33,ie1ou6ft,below,0.8,0.74,R,R,0.74,0.8
34,ie1ou6ft,below,0.8,0.75,L,L,0.8,0.75
35,ie1ou6ft,below,0.8,0.76,R,R,0.76,0.8
36,ie1ou6ft,below,0.8,0.77,R,R,0.77,0.8
37,ie1ou6ft,below,0.8,0.78,R,R,0.78,0.8
38,ie1ou6ft,below,0.8,0.79,R,L,0.8,0.79
39,ie1ou6ft,below,0.8,0.76,L,L,0.8,0.76
40,ie1ou6ft,below,0.8,0.77,L,L,0.8,0.77
41,ie1ou6ft,below,0.8,0.78,L,L,0.8,0.78
42,ie1ou6ft,below,0.8,0.79,L,R,0.79,0.8
43,ie1ou6ft,below,0.8,0.76,R,R,0.76,0.8
44,ie1ou6ft,below,0.8,0.77,R,R,0.77,0.8
45,ie1ou6ft,below,0.8,0.78,L,R,0.78,0.8
46,ie1ou6ft,below,0.8,0.75,R,R,0.75,0.8
47,ie1ou6ft,below,0.8,0.76,R,R,0.76,0.8
48,ie1ou6ft,below,0.8,0.77,L,L,0.8,0.77
49,ie1ou6ft,below,0.8,0.78,R,R,0.78,0.8
50,ie1ou6ft,below,0.8,0.79,R,R,0.79,0.8
1,ie1ou6ft,below,0.5,0.4,R,R,0.4,0.5
2,ie1ou6ft,below,0.5,0.41,R,R,0.41,0.5
3,ie1ou6ft,below,0.5,0.42,R,R,0.42,0.5
4,ie1ou6ft,below,0.5,0.43,R,L,0.5,0.43
5,ie1ou6ft,below,0.5,0.4,R,R,0.4,0.5
6,ie1ou6ft,below,0.5,0.41,R,R,0.41,0.5
7,ie1ou6ft,below,0.5,0.42,R,R,0.42,0.5
8,ie1ou6ft,below,0.5,0.43,L,L,0.5,0.43
9,ie1ou6ft,below,0.5,0.44,R,R,0.44,0.5
10,ie1ou6ft,below,0.5,0.45,L,L,0.5,0.45
11,ie1ou6ft,below,0.5,0.46,L,R,0.46,0.5
12,ie1ou6ft,below,0.5,0.43,L,R,0.43,0.5
13,ie1ou6ft,below,0.5,0.4,R,R,0.4,0.5
14,ie1ou6ft,below,0.5,0.41,R,R,0.41,0.5
15,ie1ou6ft,below,0.5,0.42,R,R,0.42,0.5
16,ie1ou6ft,below,0.5,0.43,L,L,0.5,0.43
17,ie1ou6ft,below,0.5,0.44,R,L,0.5,0.44
18,ie1ou6ft,below,0.5,0.41,R,R,0.41,0.5
19,ie1ou6ft,below,0.5,0.42,R,R,0.42,0.5
20,ie1ou6ft,below,0.5,0.43,R,R,0.43,0.5
21,ie1ou6ft,below,0.5,0.44,R,L,0.5,0.44
22,ie1ou6ft,below,0.5,0.41,R,L,0.5,0.41
23,ie1ou6ft,below,0.5,0.38,L,R,0.38,0.5
24,ie1ou6ft,below,0.5,0.35,R,L,0.5,0.35
25,ie1ou6ft,below,0.5,0.32,L,L,0.5,0.32
26,ie1ou6ft,below,0.5,0.33,L,L,0.5,0.33
27,ie1ou6ft,below,0.5,0.34,R,R,0.34,0.5
28,ie1ou6ft,below,0.5,0.35,L,L,0.5,0.35
29,ie1ou6ft,below,0.5,0.36,L,L,0.5,0.36
30,ie1ou6ft,below,0.5,0.37,R,R,0.37,0.5
31,ie1ou6ft,below,0.5,0.38,L,L,0.5,0.38
32,ie1ou6ft,below,0.5,0.39,L,L,0.5,0.39
33,ie1ou6ft,below,0.5,0.4,R,R,0.4,0.5
34,ie1ou6ft,below,0.5,0.41,L,R,0.41,0.5
35,ie1ou6ft,below,0.5,0.38,R,R,0.38,0.5
36,ie1ou6ft,below,0.5,0.39,L,L,0.5,0.39
37,ie1ou6ft,below,0.5,0.4,R,R,0.4,0.5
38,ie1ou6ft,below,0.5,0.41,L,L,0.5,0.41
39,ie1ou6ft,below,0.5,0.42,L,L,0.5,0.42
40,ie1ou6ft,below,0.5,0.43,R,R,0.43,0.5
41,ie1ou6ft,below,0.5,0.44,R,R,0.44,0.5
42,ie1ou6ft,below,0.5,0.45,L,L,0.5,0.45
43,ie1ou6ft,below,0.5,0.46,L,L,0.5,0.46
44,ie1ou6ft,below,0.5,0.47,L,R,0.47,0.5
45,ie1ou6ft,below,0.5,0.44,R,L,0.5,0.44
46,ie1ou6ft,below,0.5,0.41,L,L,0.5,0.41
47,ie1ou6ft,below,0.5,0.42,R,L,0.5,0.42
48,ie1ou6ft,below,0.5,0.39,R,R,0.39,0.5
49,ie1ou6ft,below,0.5,0.4,R,R,0.4,0.5
50,ie1ou6ft,below,0.5,0.41,L,R,0.41,0.5
1,ie1ou6ft,above,0.5,0.6,R,R,0.5,0.6
2,ie1ou6ft,above,0.5,0.59,L,L,0.59,0.5
3,ie1ou6ft,above,0.5,0.58,R,R,0.5,0.58
4,ie1ou6ft,above,0.5,0.57,R,R,0.5,0.57
5,ie1ou6ft,above,0.5,0.56,R,R,0.5,0.56
6,ie1ou6ft,above,0.5,0.55,R,R,0.5,0.55
7,ie1ou6ft,above,0.5,0.54,R,R,0.5,0.54
8,ie1ou6ft,above,0.5,0.53,R,R,0.5,0.53
9,ie1ou6ft,above,0.5,0.52,R,R,0.5,0.52
10,ie1ou6ft,above,0.5,0.51,R,R,0.5,0.51
11,ie1ou6ft,above,0.5,0.51,R,L,0.51,0.5
12,ie1ou6ft,above,0.5,0.54,R,R,0.5,0.54
13,ie1ou6ft,above,0.5,0.53,R,R,0.5,0.53
14,ie1ou6ft,above,0.5,0.52,L,L,0.52,0.5
15,ie1ou6ft,above,0.5,0.51,L,R,0.5,0.51
16,ie1ou6ft,above,0.5,0.54,L,R,0.5,0.54
17,ie1ou6ft,above,0.5,0.57,L,L,0.57,0.5
18,ie1ou6ft,above,0.5,0.56,L,L,0.56,0.5
19,ie1ou6ft,above,0.5,0.55,L,L,0.55,0.5
20,ie1ou6ft,above,0.5,0.54,L,L,0.54,0.5
21,ie1ou6ft,above,0.5,0.53,L,R,0.5,0.53
22,ie1ou6ft,above,0.5,0.56,L,R,0.5,0.56
23,ie1ou6ft,above,0.5,0.59,L,L,0.59,0.5
24,ie1ou6ft,above,0.5,0.58,R,R,0.5,0.58
25,ie1ou6ft,above,0.5,0.57,R,R,0.5,0.57
26,ie1ou6ft,above,0.5,0.56,L,L,0.56,0.5
27,ie1ou6ft,above,0.5,0.55,L,L,0.55,0.5
28,ie1ou6ft,above,0.5,0.54,L,L,0.54,0.5
29,ie1ou6ft,above,0.5,0.53,L,R,0.5,0.53
30,ie1ou6ft,above,0.5,0.56,R,R,0.5,0.56
31,ie1ou6ft,above,0.5,0.55,L,L,0.55,0.5
32,ie1ou6ft,above,0.5,0.54,L,R,0.5,0.54
33,ie1ou6ft,above,0.5,0.57,L,L,0.57,0.5
34,ie1ou6ft,above,0.5,0.56,L,L,0.56,0.5
35,ie1ou6ft,above,0.5,0.55,L,L,0.55,0.5
36,ie1ou6ft,above,0.5,0.54,L,R,0.5,0.54
37,ie1ou6ft,above,0.5,0.57,R,L,0.57,0.5
38,ie1ou6ft,above,0.5,0.6,L,L,0.6,0.5
39,ie1ou6ft,above,0.5,0.59,R,R,0.5,0.59
40,ie1ou6ft,above,0.5,0.58,R,R,0.5,0.58
41,ie1ou6ft,above,0.5,0.57,L,R,0.5,0.57
